
=== 西瓜信息表 (watermelon_data) ===
设备编号	采集时间戳	糖度(Brix)	成熟度	信息
1001-01-01	1778172900	10.59	0.847	{"clr": 4085, "nir": 9170, "c415": 3085, "c445": 3185, "c480": 3285, "c515": 3385, "c555": 3485, "c595": 3585, "c640": 3685, "c680": 3785}
1001-01-01	1778172600	10.48	0.838	{"clr": 4080, "nir": 9160, "c415": 3080, "c445": 3180, "c480": 3280, "c515": 3380, "c555": 3480, "c595": 3580, "c640": 3680, "c680": 3780}
1001-01-01	1778172300	10.53	0.842	{"clr": 4075, "nir": 9150, "c415": 3075, "c445": 3175, "c480": 3275, "c515": 3375, "c555": 3475, "c595": 3575, "c640": 3675, "c680": 3775}
1001-01-01	1778172000	10.25	0.820	{"clr": 4070, "nir": 9140, "c415": 3070, "c445": 3170, "c480": 3270, "c515": 3370, "c555": 3470, "c595": 3570, "c640": 3670, "c680": 3770}
1001-01-01	1778171700	10.44	0.835	{"clr": 4065, "nir": 9130, "c415": 3065, "c445": 3165, "c480": 3265, "c515": 3365, "c555": 3465, "c595": 3565, "c640": 3665, "c680": 3765}
1001-01-01	1778171400	10.58	0.846	{"clr": 4060, "nir": 9120, "c415": 3060, "c445": 3160, "c480": 3260, "c515": 3360, "c555": 3460, "c595": 3560, "c640": 3660, "c680": 3760}
1001-01-01	1778171100	10.33	0.826	{"clr": 4055, "nir": 9110, "c415": 3055, "c445": 3155, "c480": 3255, "c515": 3355, "c555": 3455, "c595": 3555, "c640": 3655, "c680": 3755}
1001-01-01	1778170800	10.43	0.834	{"clr": 4050, "nir": 9100, "c415": 3050, "c445": 3150, "c480": 3250, "c515": 3350, "c555": 3450, "c595": 3550, "c640": 3650, "c680": 3750}
1001-01-01	1778170500	10.28	0.822	{"clr": 4045, "nir": 9090, "c415": 3045, "c445": 3145, "c480": 3245, "c515": 3345, "c555": 3445, "c595": 3545, "c640": 3645, "c680": 3745}
1001-01-01	1778170200	10.52	0.842	{"clr": 4040, "nir": 9080, "c415": 3040, "c445": 3140, "c480": 3240, "c515": 3340, "c555": 3440, "c595": 3540, "c640": 3640, "c680": 3740}
1001-01-01	1778169900	10.30	0.824	{"clr": 4035, "nir": 9070, "c415": 3035, "c445": 3135, "c480": 3235, "c515": 3335, "c555": 3435, "c595": 3535, "c640": 3635, "c680": 3735}
1001-01-01	1778169600	10.27	0.822	{"clr": 4030, "nir": 9060, "c415": 3030, "c445": 3130, "c480": 3230, "c515": 3330, "c555": 3430, "c595": 3530, "c640": 3630, "c680": 3730}
1001-01-01	1778169300	10.53	0.842	{"clr": 4025, "nir": 9050, "c415": 3025, "c445": 3125, "c480": 3225, "c515": 3325, "c555": 3425, "c595": 3525, "c640": 3625, "c680": 3725}
1001-01-01	1778169000	10.21	0.817	{"clr": 4020, "nir": 9040, "c415": 3020, "c445": 3120, "c480": 3220, "c515": 3320, "c555": 3420, "c595": 3520, "c640": 3620, "c680": 3720}
1001-01-01	1778168700	10.24	0.819	{"clr": 4015, "nir": 9030, "c415": 3015, "c445": 3115, "c480": 3215, "c515": 3315, "c555": 3415, "c595": 3515, "c640": 3615, "c680": 3715}
1001-01-01	1778168400	10.40	0.832	{"clr": 4010, "nir": 9020, "c415": 3010, "c445": 3110, "c480": 3210, "c515": 3310, "c555": 3410, "c595": 3510, "c640": 3610, "c680": 3710}
1001-01-01	1778168100	10.39	0.831	{"clr": 4005, "nir": 9010, "c415": 3005, "c445": 3105, "c480": 3205, "c515": 3305, "c555": 3405, "c595": 3505, "c640": 3605, "c680": 3705}
1001-01-01	1778167800	10.32	0.826	{"clr": 4000, "nir": 9000, "c415": 3000, "c445": 3100, "c480": 3200, "c515": 3300, "c555": 3400, "c595": 3500, "c640": 3600, "c680": 3700}
1001-01-01	1778167500	10.32	0.826	{"clr": 3995, "nir": 8990, "c415": 2995, "c445": 3095, "c480": 3195, "c515": 3295, "c555": 3395, "c595": 3495, "c640": 3595, "c680": 3695}
1001-01-01	1778167200	10.51	0.841	{"clr": 3990, "nir": 8980, "c415": 2990, "c445": 3090, "c480": 3190, "c515": 3290, "c555": 3390, "c595": 3490, "c640": 3590, "c680": 3690}
1001-01-01	1778166900	10.42	0.834	{"clr": 3985, "nir": 8970, "c415": 2985, "c445": 3085, "c480": 3185, "c515": 3285, "c555": 3385, "c595": 3485, "c640": 3585, "c680": 3685}
1001-01-01	1778166600	10.33	0.826	{"clr": 3980, "nir": 8960, "c415": 2980, "c445": 3080, "c480": 3180, "c515": 3280, "c555": 3380, "c595": 3480, "c640": 3580, "c680": 3680}
1001-01-01	1778166300	10.22	0.818	{"clr": 3975, "nir": 8950, "c415": 2975, "c445": 3075, "c480": 3175, "c515": 3275, "c555": 3375, "c595": 3475, "c640": 3575, "c680": 3675}
1001-01-01	1778166000	10.46	0.837	{"clr": 3970, "nir": 8940, "c415": 2970, "c445": 3070, "c480": 3170, "c515": 3270, "c555": 3370, "c595": 3470, "c640": 3570, "c680": 3670}
1001-01-01	1778165700	10.37	0.830	{"clr": 3965, "nir": 8930, "c415": 2965, "c445": 3065, "c480": 3165, "c515": 3265, "c555": 3365, "c595": 3465, "c640": 3565, "c680": 3665}
1001-01-01	1778165400	10.41	0.833	{"clr": 3960, "nir": 8920, "c415": 2960, "c445": 3060, "c480": 3160, "c515": 3260, "c555": 3360, "c595": 3460, "c640": 3560, "c680": 3660}
1001-01-01	1778165100	10.50	0.840	{"clr": 3955, "nir": 8910, "c415": 2955, "c445": 3055, "c480": 3155, "c515": 3255, "c555": 3355, "c595": 3455, "c640": 3555, "c680": 3655}
1001-01-01	1778164800	10.37	0.830	{"clr": 3950, "nir": 8900, "c415": 2950, "c445": 3050, "c480": 3150, "c515": 3250, "c555": 3350, "c595": 3450, "c640": 3550, "c680": 3650}
1001-01-01	1778164500	10.39	0.831	{"clr": 3945, "nir": 8890, "c415": 2945, "c445": 3045, "c480": 3145, "c515": 3245, "c555": 3345, "c595": 3445, "c640": 3545, "c680": 3645}
1001-01-01	1778164200	10.33	0.826	{"clr": 3940, "nir": 8880, "c415": 2940, "c445": 3040, "c480": 3140, "c515": 3240, "c555": 3340, "c595": 3440, "c640": 3540, "c680": 3640}
1001-01-01	1778163900	10.24	0.819	{"clr": 3935, "nir": 8870, "c415": 2935, "c445": 3035, "c480": 3135, "c515": 3235, "c555": 3335, "c595": 3435, "c640": 3535, "c680": 3635}
1001-01-01	1778163600	10.37	0.830	{"clr": 3930, "nir": 8860, "c415": 2930, "c445": 3030, "c480": 3130, "c515": 3230, "c555": 3330, "c595": 3430, "c640": 3530, "c680": 3630}
1001-01-01	1778163300	10.21	0.817	{"clr": 3925, "nir": 8850, "c415": 2925, "c445": 3025, "c480": 3125, "c515": 3225, "c555": 3325, "c595": 3425, "c640": 3525, "c680": 3625}
1001-01-01	1778163000	10.44	0.835	{"clr": 3920, "nir": 8840, "c415": 2920, "c445": 3020, "c480": 3120, "c515": 3220, "c555": 3320, "c595": 3420, "c640": 3520, "c680": 3620}
1001-01-01	1778162700	10.35	0.828	{"clr": 3915, "nir": 8830, "c415": 2915, "c445": 3015, "c480": 3115, "c515": 3215, "c555": 3315, "c595": 3415, "c640": 3515, "c680": 3615}
1001-01-01	1778162400	10.37	0.830	{"clr": 3910, "nir": 8820, "c415": 2910, "c445": 3010, "c480": 3110, "c515": 3210, "c555": 3310, "c595": 3410, "c640": 3510, "c680": 3610}
1001-01-01	1778162100	10.18	0.814	{"clr": 3905, "nir": 8810, "c415": 2905, "c445": 3005, "c480": 3105, "c515": 3205, "c555": 3305, "c595": 3405, "c640": 3505, "c680": 3605}
1001-01-01	1778161800	10.53	0.842	{"clr": 3900, "nir": 8800, "c415": 2900, "c445": 3000, "c480": 3100, "c515": 3200, "c555": 3300, "c595": 3400, "c640": 3500, "c680": 3600}
1001-01-01	1778161500	10.51	0.841	{"clr": 3895, "nir": 8790, "c415": 2895, "c445": 2995, "c480": 3095, "c515": 3195, "c555": 3295, "c595": 3395, "c640": 3495, "c680": 3595}
1001-01-01	1778161200	10.22	0.818	{"clr": 3890, "nir": 8780, "c415": 2890, "c445": 2990, "c480": 3090, "c515": 3190, "c555": 3290, "c595": 3390, "c640": 3490, "c680": 3590}
1001-01-01	1778160900	10.42	0.834	{"clr": 3885, "nir": 8770, "c415": 2885, "c445": 2985, "c480": 3085, "c515": 3185, "c555": 3285, "c595": 3385, "c640": 3485, "c680": 3585}
1001-01-01	1778160600	10.16	0.813	{"clr": 3880, "nir": 8760, "c415": 2880, "c445": 2980, "c480": 3080, "c515": 3180, "c555": 3280, "c595": 3380, "c640": 3480, "c680": 3580}
1001-01-01	1778160300	10.36	0.829	{"clr": 3875, "nir": 8750, "c415": 2875, "c445": 2975, "c480": 3075, "c515": 3175, "c555": 3275, "c595": 3375, "c640": 3475, "c680": 3575}
1001-01-01	1778160000	10.22	0.818	{"clr": 3870, "nir": 8740, "c415": 2870, "c445": 2970, "c480": 3070, "c515": 3170, "c555": 3270, "c595": 3370, "c640": 3470, "c680": 3570}
1001-01-01	1778159700	10.34	0.827	{"clr": 3865, "nir": 8730, "c415": 2865, "c445": 2965, "c480": 3065, "c515": 3165, "c555": 3265, "c595": 3365, "c640": 3465, "c680": 3565}
1001-01-01	1778159400	10.32	0.826	{"clr": 3860, "nir": 8720, "c415": 2860, "c445": 2960, "c480": 3060, "c515": 3160, "c555": 3260, "c595": 3360, "c640": 3460, "c680": 3560}
1001-01-01	1778159100	10.37	0.830	{"clr": 3855, "nir": 8710, "c415": 2855, "c445": 2955, "c480": 3055, "c515": 3155, "c555": 3255, "c595": 3355, "c640": 3455, "c680": 3555}
1001-01-01	1778158800	10.32	0.826	{"clr": 3850, "nir": 8700, "c415": 2850, "c445": 2950, "c480": 3050, "c515": 3150, "c555": 3250, "c595": 3350, "c640": 3450, "c680": 3550}
1001-01-01	1778158500	10.50	0.840	{"clr": 3845, "nir": 8690, "c415": 2845, "c445": 2945, "c480": 3045, "c515": 3145, "c555": 3245, "c595": 3345, "c640": 3445, "c680": 3545}
1001-01-01	1778158200	10.15	0.812	{"clr": 3840, "nir": 8680, "c415": 2840, "c445": 2940, "c480": 3040, "c515": 3140, "c555": 3240, "c595": 3340, "c640": 3440, "c680": 3540}
1001-01-01	1778157900	10.44	0.835	{"clr": 3835, "nir": 8670, "c415": 2835, "c445": 2935, "c480": 3035, "c515": 3135, "c555": 3235, "c595": 3335, "c640": 3435, "c680": 3535}
1001-01-01	1778157600	10.50	0.840	{"clr": 3830, "nir": 8660, "c415": 2830, "c445": 2930, "c480": 3030, "c515": 3130, "c555": 3230, "c595": 3330, "c640": 3430, "c680": 3530}
1001-01-01	1778157300	10.25	0.820	{"clr": 3825, "nir": 8650, "c415": 2825, "c445": 2925, "c480": 3025, "c515": 3125, "c555": 3225, "c595": 3325, "c640": 3425, "c680": 3525}
1001-01-01	1778157000	10.46	0.837	{"clr": 3820, "nir": 8640, "c415": 2820, "c445": 2920, "c480": 3020, "c515": 3120, "c555": 3220, "c595": 3320, "c640": 3420, "c680": 3520}
1001-01-01	1778156700	10.51	0.841	{"clr": 3815, "nir": 8630, "c415": 2815, "c445": 2915, "c480": 3015, "c515": 3115, "c555": 3215, "c595": 3315, "c640": 3415, "c680": 3515}
1001-01-01	1778156400	10.40	0.832	{"clr": 3810, "nir": 8620, "c415": 2810, "c445": 2910, "c480": 3010, "c515": 3110, "c555": 3210, "c595": 3310, "c640": 3410, "c680": 3510}
1001-01-01	1778156100	10.32	0.826	{"clr": 3805, "nir": 8610, "c415": 2805, "c445": 2905, "c480": 3005, "c515": 3105, "c555": 3205, "c595": 3305, "c640": 3405, "c680": 3505}
1001-01-01	1778155800	10.49	0.839	{"clr": 3800, "nir": 8600, "c415": 2800, "c445": 2900, "c480": 3000, "c515": 3100, "c555": 3200, "c595": 3300, "c640": 3400, "c680": 3500}
1001-01-01	1778155500	10.13	0.810	{"clr": 3795, "nir": 8590, "c415": 2795, "c445": 2895, "c480": 2995, "c515": 3095, "c555": 3195, "c595": 3295, "c640": 3395, "c680": 3495}
1001-01-01	1778155200	10.16	0.813	{"clr": 3790, "nir": 8580, "c415": 2790, "c445": 2890, "c480": 2990, "c515": 3090, "c555": 3190, "c595": 3290, "c640": 3390, "c680": 3490}
1001-01-01	1778154900	10.16	0.813	{"clr": 3785, "nir": 8570, "c415": 2785, "c445": 2885, "c480": 2985, "c515": 3085, "c555": 3185, "c595": 3285, "c640": 3385, "c680": 3485}
1001-01-01	1778154600	10.32	0.826	{"clr": 3780, "nir": 8560, "c415": 2780, "c445": 2880, "c480": 2980, "c515": 3080, "c555": 3180, "c595": 3280, "c640": 3380, "c680": 3480}
1001-01-01	1778154300	10.44	0.835	{"clr": 3775, "nir": 8550, "c415": 2775, "c445": 2875, "c480": 2975, "c515": 3075, "c555": 3175, "c595": 3275, "c640": 3375, "c680": 3475}
1001-01-01	1778154000	10.46	0.837	{"clr": 3770, "nir": 8540, "c415": 2770, "c445": 2870, "c480": 2970, "c515": 3070, "c555": 3170, "c595": 3270, "c640": 3370, "c680": 3470}
1001-01-01	1778153700	10.32	0.826	{"clr": 3765, "nir": 8530, "c415": 2765, "c445": 2865, "c480": 2965, "c515": 3065, "c555": 3165, "c595": 3265, "c640": 3365, "c680": 3465}
1001-01-01	1778153400	10.35	0.828	{"clr": 3760, "nir": 8520, "c415": 2760, "c445": 2860, "c480": 2960, "c515": 3060, "c555": 3160, "c595": 3260, "c640": 3360, "c680": 3460}
1001-01-01	1778153100	10.15	0.812	{"clr": 3755, "nir": 8510, "c415": 2755, "c445": 2855, "c480": 2955, "c515": 3055, "c555": 3155, "c595": 3255, "c640": 3355, "c680": 3455}
1001-01-01	1778152800	10.11	0.809	{"clr": 3750, "nir": 8500, "c415": 2750, "c445": 2850, "c480": 2950, "c515": 3050, "c555": 3150, "c595": 3250, "c640": 3350, "c680": 3450}
1001-01-01	1778152500	10.37	0.830	{"clr": 3745, "nir": 8490, "c415": 2745, "c445": 2845, "c480": 2945, "c515": 3045, "c555": 3145, "c595": 3245, "c640": 3345, "c680": 3445}
1001-01-01	1778152200	10.41	0.833	{"clr": 3740, "nir": 8480, "c415": 2740, "c445": 2840, "c480": 2940, "c515": 3040, "c555": 3140, "c595": 3240, "c640": 3340, "c680": 3440}
1001-01-01	1778151900	10.26	0.821	{"clr": 3735, "nir": 8470, "c415": 2735, "c445": 2835, "c480": 2935, "c515": 3035, "c555": 3135, "c595": 3235, "c640": 3335, "c680": 3435}
1001-01-01	1778151600	10.13	0.810	{"clr": 3730, "nir": 8460, "c415": 2730, "c445": 2830, "c480": 2930, "c515": 3030, "c555": 3130, "c595": 3230, "c640": 3330, "c680": 3430}
1001-01-01	1778151300	10.23	0.818	{"clr": 3725, "nir": 8450, "c415": 2725, "c445": 2825, "c480": 2925, "c515": 3025, "c555": 3125, "c595": 3225, "c640": 3325, "c680": 3425}
1001-01-01	1778151000	10.44	0.835	{"clr": 3720, "nir": 8440, "c415": 2720, "c445": 2820, "c480": 2920, "c515": 3020, "c555": 3120, "c595": 3220, "c640": 3320, "c680": 3420}
1001-01-01	1778150700	10.09	0.807	{"clr": 3715, "nir": 8430, "c415": 2715, "c445": 2815, "c480": 2915, "c515": 3015, "c555": 3115, "c595": 3215, "c640": 3315, "c680": 3415}
1001-01-01	1778150400	10.25	0.820	{"clr": 3710, "nir": 8420, "c415": 2710, "c445": 2810, "c480": 2910, "c515": 3010, "c555": 3110, "c595": 3210, "c640": 3310, "c680": 3410}
1001-01-01	1778150100	10.48	0.838	{"clr": 3705, "nir": 8410, "c415": 2705, "c445": 2805, "c480": 2905, "c515": 3005, "c555": 3105, "c595": 3205, "c640": 3305, "c680": 3405}
1001-01-01	1778149800	10.42	0.834	{"clr": 3700, "nir": 8400, "c415": 2700, "c445": 2800, "c480": 2900, "c515": 3000, "c555": 3100, "c595": 3200, "c640": 3300, "c680": 3400}
1001-01-01	1778149500	10.11	0.809	{"clr": 3695, "nir": 8390, "c415": 2695, "c445": 2795, "c480": 2895, "c515": 2995, "c555": 3095, "c595": 3195, "c640": 3295, "c680": 3395}
1001-01-01	1778149200	10.28	0.822	{"clr": 3690, "nir": 8380, "c415": 2690, "c445": 2790, "c480": 2890, "c515": 2990, "c555": 3090, "c595": 3190, "c640": 3290, "c680": 3390}
1001-01-01	1778148900	10.13	0.810	{"clr": 3685, "nir": 8370, "c415": 2685, "c445": 2785, "c480": 2885, "c515": 2985, "c555": 3085, "c595": 3185, "c640": 3285, "c680": 3385}
1001-01-01	1778148600	10.24	0.819	{"clr": 3680, "nir": 8360, "c415": 2680, "c445": 2780, "c480": 2880, "c515": 2980, "c555": 3080, "c595": 3180, "c640": 3280, "c680": 3380}
1001-01-01	1778148300	10.19	0.815	{"clr": 3675, "nir": 8350, "c415": 2675, "c445": 2775, "c480": 2875, "c515": 2975, "c555": 3075, "c595": 3175, "c640": 3275, "c680": 3375}
1001-01-01	1778148000	10.34	0.827	{"clr": 3670, "nir": 8340, "c415": 2670, "c445": 2770, "c480": 2870, "c515": 2970, "c555": 3070, "c595": 3170, "c640": 3270, "c680": 3370}
1001-01-01	1778147700	10.08	0.806	{"clr": 3665, "nir": 8330, "c415": 2665, "c445": 2765, "c480": 2865, "c515": 2965, "c555": 3065, "c595": 3165, "c640": 3265, "c680": 3365}
1001-01-01	1778147400	10.26	0.821	{"clr": 3660, "nir": 8320, "c415": 2660, "c445": 2760, "c480": 2860, "c515": 2960, "c555": 3060, "c595": 3160, "c640": 3260, "c680": 3360}
1001-01-01	1778147100	10.11	0.809	{"clr": 3655, "nir": 8310, "c415": 2655, "c445": 2755, "c480": 2855, "c515": 2955, "c555": 3055, "c595": 3155, "c640": 3255, "c680": 3355}
1001-01-01	1778146800	10.34	0.827	{"clr": 3650, "nir": 8300, "c415": 2650, "c445": 2750, "c480": 2850, "c515": 2950, "c555": 3050, "c595": 3150, "c640": 3250, "c680": 3350}
1001-01-01	1778146500	10.37	0.830	{"clr": 3645, "nir": 8290, "c415": 2645, "c445": 2745, "c480": 2845, "c515": 2945, "c555": 3045, "c595": 3145, "c640": 3245, "c680": 3345}
1001-01-01	1778146200	10.35	0.828	{"clr": 3640, "nir": 8280, "c415": 2640, "c445": 2740, "c480": 2840, "c515": 2940, "c555": 3040, "c595": 3140, "c640": 3240, "c680": 3340}
1001-01-01	1778145900	10.44	0.835	{"clr": 3635, "nir": 8270, "c415": 2635, "c445": 2735, "c480": 2835, "c515": 2935, "c555": 3035, "c595": 3135, "c640": 3235, "c680": 3335}
1001-01-01	1778145600	10.32	0.826	{"clr": 3630, "nir": 8260, "c415": 2630, "c445": 2730, "c480": 2830, "c515": 2930, "c555": 3030, "c595": 3130, "c640": 3230, "c680": 3330}
1001-01-01	1778145300	10.09	0.807	{"clr": 3625, "nir": 8250, "c415": 2625, "c445": 2725, "c480": 2825, "c515": 2925, "c555": 3025, "c595": 3125, "c640": 3225, "c680": 3325}
1001-01-01	1778145000	10.30	0.824	{"clr": 3620, "nir": 8240, "c415": 2620, "c445": 2720, "c480": 2820, "c515": 2920, "c555": 3020, "c595": 3120, "c640": 3220, "c680": 3320}
1001-01-01	1778144700	10.31	0.825	{"clr": 3615, "nir": 8230, "c415": 2615, "c445": 2715, "c480": 2815, "c515": 2915, "c555": 3015, "c595": 3115, "c640": 3215, "c680": 3315}
1001-01-01	1778144400	10.13	0.810	{"clr": 3610, "nir": 8220, "c415": 2610, "c445": 2710, "c480": 2810, "c515": 2910, "c555": 3010, "c595": 3110, "c640": 3210, "c680": 3310}
1001-01-01	1778144100	10.23	0.818	{"clr": 3605, "nir": 8210, "c415": 2605, "c445": 2705, "c480": 2805, "c515": 2905, "c555": 3005, "c595": 3105, "c640": 3205, "c680": 3305}
1001-01-01	1778143800	10.32	0.826	{"clr": 3600, "nir": 8200, "c415": 2600, "c445": 2700, "c480": 2800, "c515": 2900, "c555": 3000, "c595": 3100, "c640": 3200, "c680": 3300}
1001-01-01	1778143500	10.31	0.825	{"clr": 3595, "nir": 8190, "c415": 2595, "c445": 2695, "c480": 2795, "c515": 2895, "c555": 2995, "c595": 3095, "c640": 3195, "c680": 3295}
1001-01-01	1778143200	10.24	0.819	{"clr": 3590, "nir": 8180, "c415": 2590, "c445": 2690, "c480": 2790, "c515": 2890, "c555": 2990, "c595": 3090, "c640": 3190, "c680": 3290}
1001-01-01	1778142900	10.42	0.834	{"clr": 3585, "nir": 8170, "c415": 2585, "c445": 2685, "c480": 2785, "c515": 2885, "c555": 2985, "c595": 3085, "c640": 3185, "c680": 3285}
1001-01-01	1778142600	10.06	0.805	{"clr": 3580, "nir": 8160, "c415": 2580, "c445": 2680, "c480": 2780, "c515": 2880, "c555": 2980, "c595": 3080, "c640": 3180, "c680": 3280}
1001-01-01	1778142300	10.35	0.828	{"clr": 3575, "nir": 8150, "c415": 2575, "c445": 2675, "c480": 2775, "c515": 2875, "c555": 2975, "c595": 3075, "c640": 3175, "c680": 3275}
1001-01-01	1778142000	10.28	0.822	{"clr": 3570, "nir": 8140, "c415": 2570, "c445": 2670, "c480": 2770, "c515": 2870, "c555": 2970, "c595": 3070, "c640": 3170, "c680": 3270}
1001-01-01	1778141700	10.20	0.816	{"clr": 3565, "nir": 8130, "c415": 2565, "c445": 2665, "c480": 2765, "c515": 2865, "c555": 2965, "c595": 3065, "c640": 3165, "c680": 3265}
1001-01-01	1778141400	10.23	0.818	{"clr": 3560, "nir": 8120, "c415": 2560, "c445": 2660, "c480": 2760, "c515": 2860, "c555": 2960, "c595": 3060, "c640": 3160, "c680": 3260}
1001-01-01	1778141100	10.42	0.834	{"clr": 3555, "nir": 8110, "c415": 2555, "c445": 2655, "c480": 2755, "c515": 2855, "c555": 2955, "c595": 3055, "c640": 3155, "c680": 3255}
1001-01-01	1778140800	10.08	0.806	{"clr": 3550, "nir": 8100, "c415": 2550, "c445": 2650, "c480": 2750, "c515": 2850, "c555": 2950, "c595": 3050, "c640": 3150, "c680": 3250}
1001-01-01	1778140500	10.25	0.820	{"clr": 3545, "nir": 8090, "c415": 2545, "c445": 2645, "c480": 2745, "c515": 2845, "c555": 2945, "c595": 3045, "c640": 3145, "c680": 3245}
1001-01-01	1778140200	10.11	0.809	{"clr": 3540, "nir": 8080, "c415": 2540, "c445": 2640, "c480": 2740, "c515": 2840, "c555": 2940, "c595": 3040, "c640": 3140, "c680": 3240}
1001-01-01	1778139900	10.21	0.817	{"clr": 3535, "nir": 8070, "c415": 2535, "c445": 2635, "c480": 2735, "c515": 2835, "c555": 2935, "c595": 3035, "c640": 3135, "c680": 3235}
1001-01-01	1778139600	10.17	0.814	{"clr": 3530, "nir": 8060, "c415": 2530, "c445": 2630, "c480": 2730, "c515": 2830, "c555": 2930, "c595": 3030, "c640": 3130, "c680": 3230}
1001-01-01	1778139300	10.34	0.827	{"clr": 3525, "nir": 8050, "c415": 2525, "c445": 2625, "c480": 2725, "c515": 2825, "c555": 2925, "c595": 3025, "c640": 3125, "c680": 3225}
1001-01-01	1778139000	10.35	0.828	{"clr": 3520, "nir": 8040, "c415": 2520, "c445": 2620, "c480": 2720, "c515": 2820, "c555": 2920, "c595": 3020, "c640": 3120, "c680": 3220}
1001-01-01	1778138700	10.33	0.826	{"clr": 3515, "nir": 8030, "c415": 2515, "c445": 2615, "c480": 2715, "c515": 2815, "c555": 2915, "c595": 3015, "c640": 3115, "c680": 3215}
1001-01-01	1778138400	10.42	0.834	{"clr": 3510, "nir": 8020, "c415": 2510, "c445": 2610, "c480": 2710, "c515": 2810, "c555": 2910, "c595": 3010, "c640": 3110, "c680": 3210}
1001-01-01	1778138100	10.31	0.825	{"clr": 3505, "nir": 8010, "c415": 2505, "c445": 2605, "c480": 2705, "c515": 2805, "c555": 2905, "c595": 3005, "c640": 3105, "c680": 3205}
1001-01-01	1778137800	10.37	0.830	{"clr": 3500, "nir": 8000, "c415": 2500, "c445": 2600, "c480": 2700, "c515": 2800, "c555": 2900, "c595": 3000, "c640": 3100, "c680": 3200}
1001-01-01	1778137500	10.24	0.819	{"clr": 3495, "nir": 7990, "c415": 2495, "c445": 2595, "c480": 2695, "c515": 2795, "c555": 2895, "c595": 2995, "c640": 3095, "c680": 3195}
1001-01-01	1778137200	10.26	0.821	{"clr": 3490, "nir": 7980, "c415": 2490, "c445": 2590, "c480": 2690, "c515": 2790, "c555": 2890, "c595": 2990, "c640": 3090, "c680": 3190}
1001-01-01	1778136900	10.35	0.828	{"clr": 3485, "nir": 7970, "c415": 2485, "c445": 2585, "c480": 2685, "c515": 2785, "c555": 2885, "c595": 2985, "c640": 3085, "c680": 3185}
1001-01-01	1778136600	10.07	0.806	{"clr": 3480, "nir": 7960, "c415": 2480, "c445": 2580, "c480": 2680, "c515": 2780, "c555": 2880, "c595": 2980, "c640": 3080, "c680": 3180}
1001-01-01	1778136300	10.14	0.811	{"clr": 3475, "nir": 7950, "c415": 2475, "c445": 2575, "c480": 2675, "c515": 2775, "c555": 2875, "c595": 2975, "c640": 3075, "c680": 3175}
1001-01-01	1778136000	10.20	0.816	{"clr": 3470, "nir": 7940, "c415": 2470, "c445": 2570, "c480": 2670, "c515": 2770, "c555": 2870, "c595": 2970, "c640": 3070, "c680": 3170}
1001-01-01	1778135700	10.41	0.833	{"clr": 3465, "nir": 7930, "c415": 2465, "c445": 2565, "c480": 2665, "c515": 2765, "c555": 2865, "c595": 2965, "c640": 3065, "c680": 3165}
1001-01-01	1778135400	10.34	0.827	{"clr": 3460, "nir": 7920, "c415": 2460, "c445": 2560, "c480": 2660, "c515": 2760, "c555": 2860, "c595": 2960, "c640": 3060, "c680": 3160}
1001-01-01	1778135100	10.02	0.802	{"clr": 3455, "nir": 7910, "c415": 2455, "c445": 2555, "c480": 2655, "c515": 2755, "c555": 2855, "c595": 2955, "c640": 3055, "c680": 3155}
1001-01-01	1778134800	10.05	0.804	{"clr": 3450, "nir": 7900, "c415": 2450, "c445": 2550, "c480": 2650, "c515": 2750, "c555": 2850, "c595": 2950, "c640": 3050, "c680": 3150}
1001-01-01	1778134500	10.20	0.816	{"clr": 3445, "nir": 7890, "c415": 2445, "c445": 2545, "c480": 2645, "c515": 2745, "c555": 2845, "c595": 2945, "c640": 3045, "c680": 3145}
1001-01-01	1778134200	10.31	0.825	{"clr": 3440, "nir": 7880, "c415": 2440, "c445": 2540, "c480": 2640, "c515": 2740, "c555": 2840, "c595": 2940, "c640": 3040, "c680": 3140}
1001-01-01	1778133900	10.32	0.826	{"clr": 3435, "nir": 7870, "c415": 2435, "c445": 2535, "c480": 2635, "c515": 2735, "c555": 2835, "c595": 2935, "c640": 3035, "c680": 3135}
1001-01-01	1778133600	10.29	0.823	{"clr": 3430, "nir": 7860, "c415": 2430, "c445": 2530, "c480": 2630, "c515": 2730, "c555": 2830, "c595": 2930, "c640": 3030, "c680": 3130}
1001-01-01	1778133300	10.38	0.830	{"clr": 3425, "nir": 7850, "c415": 2425, "c445": 2525, "c480": 2625, "c515": 2725, "c555": 2825, "c595": 2925, "c640": 3025, "c680": 3125}
1001-01-01	1778133000	10.13	0.810	{"clr": 3420, "nir": 7840, "c415": 2420, "c445": 2520, "c480": 2620, "c515": 2720, "c555": 2820, "c595": 2920, "c640": 3020, "c680": 3120}
1001-01-01	1778132700	10.08	0.806	{"clr": 3415, "nir": 7830, "c415": 2415, "c445": 2515, "c480": 2615, "c515": 2715, "c555": 2815, "c595": 2915, "c640": 3015, "c680": 3115}
1001-01-01	1778132400	10.36	0.829	{"clr": 3410, "nir": 7820, "c415": 2410, "c445": 2510, "c480": 2610, "c515": 2710, "c555": 2810, "c595": 2910, "c640": 3010, "c680": 3110}
